Date,ECH,EIDO,EIRL,EIS,ENZL,EPHE,EPOL,EPU,ERUS,EWA,EWC,EWD,EWG,EWH,EWI,EWJ,EWK,EWL,EWM,EWN,EWO,EWP,EWQ,EWS,EWT,EWU,EWW,EWY,EWZ,EZA,FXI,THD,TUR
1/30/2012,55.044903,27.571327,18.146652,36.549328,21.753653,24.270147,20.916527,37.283417,37.260578,16.513233,24.100662,20.579573,18.289743,13.49218,21.565247,34.693096,9.199805,19.704485,41.553772,15.387976,13.094278,23.519711,17.166828,19.302593,21.413588,25.495844,51.267815,51.030796,53.894711,53.570187,32.528763,53.898449,41.588032
1/31/2012,55.293728,27.39991,17.985344,36.767189,21.812729,24.649515,21.18437,37.474087,37.480213,16.548565,24.135006,20.625664,18.298323,13.516171,21.783926,34.912453,9.20804,19.729866,41.880272,15.543151,13.237524,23.588327,17.308222,19.428143,21.806969,25.6651,51.258995,51.34409,54.051262,54.329639,32.833157,54.451591,41.002995
2/1/2012,56.617867,27.932209,18.478218,37.403366,22.196705,25.275476,21.753529,38.262733,38.452911,16.718147,24.349657,21.20948,18.744411,13.604148,22.25493,35.131798,9.430419,20.076746,42.295807,15.896597,13.490309,24.091505,17.632599,19.647844,22.114832,26.095924,52.193069,52.104946,55.484936,56.11805,33.332047,55.36512,43.198986
2/2/2012,57.426567,28.193846,18.478218,37.185493,22.122864,25.702269,21.720045,38.574726,38.280334,16.725214,24.435513,21.363113,18.89883,13.604148,22.305399,35.241474,9.471599,20.085207,42.681664,15.801768,13.700964,24.327843,17.707449,19.679232,22.234556,26.126698,52.519108,52.337673,55.855713,56.224194,33.763275,55.465702,43.43639
2/3/2012,58.324139,28.464508,18.478218,37.778095,22.418228,25.835047,21.904186,39.060059,39.378544,16.972521,24.710266,21.870115,19.241976,13.772099,22.658653,35.351143,9.628084,20.3221,43.304974,16.034531,14.012734,24.648046,17.99024,19.9774,22.662146,26.865261,53.717529,52.83894,56.251209,57.334801,34.236794,56.111034,43.792492
2/6/2012,58.110847,27.860029,18.899401,37.202927,22.314848,25.778143,22.029736,38.7654,39.205975,16.866533,24.564302,21.616611,19.164764,13.692122,22.305399,35.241474,9.529252,20.2798,43.067513,15.905216,14.004306,24.388838,17.823891,19.914629,22.354279,26.757555,53.523663,52.203407,56.135849,56.379349,33.712543,55.583031,44.072292
2/7/2012,58.457432,27.580349,19.087584,36.85434,22.337,25.550522,22.205502,38.696072,39.629566,16.859468,24.469858,21.762568,19.310606,13.668129,22.641827,35.607044,9.611613,20.45747,43.00816,16.069012,14.147554,24.655672,18.040138,19.961704,22.474005,26.865261,53.567734,52.525646,56.762062,56.461018,33.585712,55.867989,44.369053
2/8/2012,58.608505,27.914164,19.096546,36.91534,22.329617,25.910919,22.180393,38.730732,39.472679,16.887732,24.478443,21.916206,19.413548,13.876071,22.995079,35.753273,9.628084,20.499773,43.304974,16.094873,14.299225,24.914885,18.114998,20.212803,22.850279,26.819101,53.409107,52.964252,56.795021,56.199692,34.16069,56.923996,44.394485
2/9/2012,59.052849,27.724701,19.222006,36.906628,22.425611,25.730717,21.979515,38.574726,39.127529,16.873598,24.418343,22.016069,19.507914,13.884068,23.028725,35.643604,9.652797,20.567453,43.334656,16.034531,14.290797,25.059742,18.198168,20.134335,23.055525,26.865261,53.867332,52.982162,56.70438,56.346691,33.898571,56.823429,43.868805
2/10/2012,58.777351,26.804457,19.141356,36.723621,22.322233,25.54104,21.27644,38.314728,38.280334,16.442574,24.040562,21.57052,18.993193,13.756104,22.355862,35.204918,9.446892,20.254417,42.830067,15.560389,13.75152,24.404083,17.749037,19.694923,22.576626,26.480597,53.197617,51.657383,55.526134,55.007446,32.917721,56.236748,42.681786
2/13/2012,58.981754,27.210447,19.096546,36.95892,22.477301,25.635876,21.770267,38.184742,39.347168,16.711079,24.160765,21.847067,19.199081,13.828084,22.490435,35.570492,9.603377,20.449007,43.037838,15.732803,13.920047,24.541311,17.857157,20.008789,22.816074,26.788332,53.761585,52.65097,56.663185,55.734222,33.332047,56.831806,43.71619
2/14/2012,58.804024,27.165339,18.773941,36.566757,22.359156,25.408255,21.544275,37.742737,38.939259,16.48497,24.066319,21.631979,19.036087,13.97204,22.305399,35.460815,9.446892,20.3221,42.711342,15.551768,13.650408,24.205862,17.665865,19.946014,22.679249,26.619076,53.039005,52.257114,55.839237,55.178928,33.306675,56.446274,42.834404
2/15/2012,58.75959,26.894674,18.836674,36.505756,22.026867,25.209085,21.251329,37.604073,39.002014,16.435507,24.117836,21.701115,18.941723,14.179984,22.153999,36.045734,9.389238,20.30518,42.622303,15.534528,13.641982,23.893282,17.615961,19.961704,22.884491,26.572918,52.668911,52.713619,55.460213,54.860443,33.661816,57.108383,42.817444
2/16/2012,59.301689,27.111204,19.24889,36.383751,22.218859,25.446192,21.544275,38.115406,39.519741,16.513233,24.452688,22.085205,19.241976,14.315944,22.473608,36.411308,9.578672,20.575914,42.711342,16.000046,13.80208,23.900909,17.932013,19.993092,22.816074,26.911423,53.338619,52.76733,56.416008,55.072765,34.084587,57.653152,43.733143
2/17/2012,60.092625,27.508169,19.222006,36.775913,22.093325,25.863501,21.853964,38.349407,39.504051,16.386045,24.366823,22.238838,19.4736,14.363932,22.67547,36.447868,9.636321,20.652058,43.067513,16.215563,13.920047,24.091505,18.123318,20.102947,22.816074,27.034513,53.179993,53.188042,56.638474,54.958447,34.042309,57.979992,44.411438
2/21/2012,59.994862,27.300665,19.840336,37.01992,22.307465,25.901434,21.929296,38.340744,39.331486,16.619226,24.684504,22.438568,19.628016,14.363932,22.810047,36.411308,9.644559,20.702822,43.156563,16.284529,13.95375,24.236359,18.231438,20.197105,22.610834,26.88065,52.818714,52.955303,56.55608,55.03194,33.763275,58.482864,44.487755
2/22/2012,59.701588,27.300665,19.544613,36.697483,22.115477,26.062672,21.577759,38.869389,38.986336,16.590958,24.787537,22.22348,19.507914,14.371931,22.658653,36.520981,9.603377,20.618219,43.09721,16.137978,13.827357,23.977146,18.1649,20.181412,22.884491,26.711401,52.651287,52.865795,56.646709,54.819607,34.093048,58.684017,44.029896
2/23/2012,59.666039,27.039026,19.723843,36.235603,22.337,25.920406,21.753529,38.895393,39.394238,16.760544,24.899151,22.446247,19.67091,14.315944,22.641827,36.74033,9.685741,20.82127,43.156563,16.301769,13.97903,23.984768,18.447687,20.165718,22.764763,26.957588,52.853954,52.382431,56.589027,55.873058,33.940845,59.438293,43.453346
2/24/2012,60.039288,26.227045,20.234632,36.131023,22.270544,25.778143,22.029736,39.216061,41.135674,16.788809,24.813295,22.722795,19.893953,14.40392,22.961437,36.81345,9.759863,20.939718,43.186245,16.336258,14.248668,24.099129,18.622345,20.087254,22.833179,27.173,52.54554,53.02692,57.099884,56.648838,33.957756,60.008221,43.377037
2/27/2012,59.941532,26.001495,20.180866,35.407707,22.329617,25.218573,21.937664,38.80006,41.355312,16.817068,24.770361,22.461617,19.756697,14.363932,22.608189,36.594101,9.693975,20.838192,43.245602,16.310394,14.096993,24.061008,18.422731,19.993092,22.645041,26.972971,52.254742,52.26606,56.61375,56.493683,33.577251,59.304211,42.690254
2/28/2012,60.785778,26.497705,19.920986,35.067837,22.248394,25.009922,22.314314,38.522732,41.245502,16.824139,24.985012,22.784248,19.988319,14.54788,22.742758,37.17902,9.817518,20.863573,43.126881,16.353495,14.206538,24.144871,18.539179,20.118639,22.98711,27.15761,52.607224,52.749432,57.734325,57.653286,34.067677,59.899265,43.70771
2/29/2012,60.341442,26.948807,19.965796,35.381565,22.145016,25.702269,21.987885,38.002747,40.9631,16.781742,24.916321,22.592203,19.688066,14.595868,22.490435,36.520981,9.801046,20.601297,43.542423,16.163841,14.054866,23.771297,18.389467,20.228491,23.277868,26.972971,52.289997,53.590839,57.001015,56.926495,34.067677,60.142315,43.843369
3/1/2012,60.768005,26.8225,20.171906,35.75629,22.455149,26.015249,22.14691,38.704735,41.574959,16.887732,25.173903,22.738157,19.919693,14.635855,23.230585,36.74033,9.858701,20.753588,43.839233,16.344877,14.248668,24.007639,18.622345,20.401115,23.654146,27.357645,53.16238,53.984699,58.022697,58.265728,34.093048,60.863083,44.369053
3/2/2012,60.243687,27.002941,19.849297,35.555862,22.418228,26.261839,21.971146,38.843391,41.920113,16.760544,24.942083,22.430882,19.696648,14.579869,22.995079,36.37476,9.79281,20.584377,43.928276,16.241426,14.071719,23.756054,18.439367,20.369728,23.397594,27.034513,53.435543,53.832527,57.923832,57.481796,34.050766,60.301559,43.945114
3/5/2012,59.337231,26.849566,20.028521,35.372849,22.329617,26.337709,21.586126,38.531395,41.74754,16.612158,24.581476,22.231157,19.60228,14.387927,22.961437,36.155407,9.768101,20.601297,43.779873,16.181084,13.945324,23.557829,18.431053,20.040174,22.98711,26.926815,52.933262,53.134335,56.84446,56.779488,33.120647,59.6646,43.003975
3/6/2012,58.0042,26.281176,19.168236,34.90226,22.085939,25.616911,20.740761,37.976738,39.049088,16.068075,23.963287,20.979027,18.675783,13.964046,21.884859,35.862957,9.40571,20.017523,43.00816,15.534528,13.212246,22.40662,17.541105,19.396755,22.439796,26.034378,51.461678,51.594723,54.883453,54.648109,31.919958,58.667252,41.944145
3/7/2012,58.039749,26.533794,19.571497,35.224701,22.543755,25.816074,21.092299,38.020073,39.849209,16.159935,24.031973,21.247887,18.924564,14.084014,22.238108,36.082294,9.545723,20.296719,43.364326,15.767289,13.355493,22.54385,17.823891,19.522297,22.764763,26.311342,52.008003,52.257114,55.270714,55.832226,32.063694,59.212029,42.724178
3/8/2012,59.239475,26.885653,19.983715,35.49485,22.780048,26.461004,21.971146,38.687401,40.900341,16.393112,24.452688,22.100569,19.619436,14.283953,22.877333,36.70377,9.801046,20.778969,43.809551,16.181084,13.70939,23.176638,18.505907,20.024481,23.055525,26.649849,53.091873,53.44762,56.045219,56.893822,32.816254,60.494324,43.215946
3/9/2012,59.221699,26.92174,20.306324,35.599426,22.942501,26.432556,21.64472,38.774067,40.900341,16.357779,24.547131,21.71648,19.507914,14.283953,22.355862,36.850002,9.735156,20.660521,43.809551,16.051773,13.574572,22.825935,18.273024,19.961704,23.021317,26.572918,53.100693,53.44762,55.419029,56.84483,33.002274,60.083652,42.630913
3/12/2012,59.301689,26.768366,20.494513,34.841255,23.023726,26.337709,21.535908,38.704735,40.759148,16.223526,24.332481,21.785612,19.610861,14.275955,22.456793,36.484421,9.817518,20.694363,43.09721,16.129356,13.507164,22.63534,18.422731,19.757698,22.730556,26.572918,52.924458,52.76733,54.603306,56.575336,32.833157,58.977367,42.240887
3/13/2012,60.279221,27.309689,20.4049,35.590714,23.319092,26.86883,21.711676,38.964722,41.574959,16.569761,24.718851,22.254202,19.851061,14.619862,22.927795,36.81345,9.941061,20.888956,43.394012,16.379354,13.743096,23.237627,18.688889,20.197105,23.397594,27.111456,54.070004,54.414352,56.160572,57.261303,33.788647,59.949551,42.808968
3/14/2012,59.479424,27.417953,20.091253,35.747585,22.979422,26.745533,21.56102,38.687401,41.292564,16.378981,24.315311,22.046795,19.859638,14.475899,22.67547,36.411308,9.899881,20.778969,42.889435,16.344877,13.667259,23.069901,18.564131,20.055868,23.209455,26.88065,53.409107,53.734062,55.880421,55.98737,32.697868,59.388027,42.808968
3/15/2012,60.261475,27.472086,20.494513,36.052593,23.518465,26.7645,21.996258,38.436066,41.68478,16.590958,24.495615,22.446247,20.16847,14.499889,22.995079,36.70377,9.982244,21.066624,43.245602,16.569016,13.835785,23.283371,18.738791,20.165718,23.329182,26.942202,53.893772,54.297989,55.748615,56.746838,32.858532,60.259644,43.733143
3/16/2012,60.359222,27.39991,21.130764,36.148453,23.488926,27.418919,22.121807,38.635403,41.449444,16.689882,24.658745,22.561478,20.297152,14.539882,23.146477,36.923115,10.097548,21.168152,43.09721,16.689705,13.995879,23.458721,18.913452,20.259876,23.192352,27.219164,53.805653,54.118961,55.66621,56.795841,32.773968,61.23185,44.2673
3/19/2012,61.061272,27.463064,20.799194,36.375038,23.459393,27.437881,22.155285,38.843391,40.931717,16.767607,24.69309,22.661337,20.365782,14.443911,23.482906,37.032787,10.229327,21.311979,43.215923,16.75005,14.139127,23.916155,18.963354,20.150024,23.175251,27.280708,53.9202,54.369602,55.608528,56.795841,32.10598,61.751476,44.301216
3/20/2012,60.590267,26.96685,21.166609,36.357605,23.164024,27.276648,21.828856,38.618065,39.943344,16.40724,24.495615,22.208113,20.091269,14.235968,23.129654,36.667213,10.146964,21.176609,42.592621,16.603497,14.038012,23.832289,18.788696,19.883242,22.74766,26.942202,53.426727,53.617695,54.850491,55.922062,31.514086,61.365948,43.495743
3/21/2012,60.54583,27.219467,21.139725,36.601616,23.23048,26.973156,21.661455,38.834724,39.943344,16.329514,24.512785,21.893158,20.048368,14.147996,22.725937,36.484421,10.105784,21.083544,42.681664,16.422459,13.886341,23.428223,18.647299,19.930321,22.98711,26.865261,54.017136,53.411816,54.842247,55.68523,31.640915,61.617382,43.784016
3/22/2012,59.728252,26.948807,20.709585,36.575478,22.824354,26.698114,21.016972,38.401398,38.970638,16.166998,24.135006,21.524433,19.765276,14.060018,22.423149,36.520981,10.039894,20.914335,42.592621,16.284529,13.684113,23.062279,18.339558,19.77339,22.918694,26.619076,53.444351,52.821041,53.894711,54.803272,31.192774,60.846325,43.589005
3/23/2012,59.879311,27.237514,20.41386,36.627762,22.994186,26.755014,21.586126,38.6614,39.864891,16.393112,24.35824,21.847067,19.979744,14.028027,22.423149,36.520981,10.114021,21.024323,42.978477,16.353495,13.785228,22.993662,18.505907,20.008789,23.12394,26.788332,53.655846,53.143284,54.224293,55.089096,31.218136,61.290524,43.580532
3/26/2012,61.265671,27.571327,20.745424,37.92625,23.400316,26.963667,22.121807,39.398048,40.649323,16.647486,24.787537,22.553793,20.417252,14.275955,22.89415,36.77689,10.303452,21.328901,43.453373,16.698324,14.063292,23.054653,18.813644,20.181412,23.089731,27.173,54.933575,53.868324,55.130642,56.828491,31.547909,61.583839,45.021908
3/27/2012,61.265671,27.372839,20.646852,38.030823,23.274788,26.963667,22.096691,39.857368,39.959026,16.499102,24.581476,22.238838,20.237103,14.33194,22.608189,37.069347,10.179909,21.15123,43.00816,16.551771,13.928474,22.63534,18.497589,20.212803,23.004213,26.926815,54.810211,53.590839,54.677467,56.795841,31.497169,61.474907,44.835373
3/28/2012,60.670235,27.327736,20.646852,37.4818,22.986805,26.878313,21.820486,39.346043,38.813747,16.5203,24.349657,22.115931,19.996899,14.195977,22.456793,37.14246,10.07284,21.117386,42.74102,16.405222,13.785228,22.109293,18.331242,20.197105,23.021317,26.557529,54.492981,53.116428,53.490971,55.538235,31.032114,61.148041,44.250336
3/29/2012,60.412529,27.490129,20.360092,37.150639,23.112337,26.963667,21.627974,39.554062,38.531364,16.527369,24.298136,21.739523,19.739538,13.900062,21.884859,37.105907,10.048131,20.922794,42.770706,16.232803,13.776801,22.078796,18.139946,20.040174,22.713455,26.465212,54.581093,53.009014,53.458019,55.603561,30.693886,61.2486,44.352093
3/30/2012,60.696922,27.914164,20.700623,37.534092,23.378164,27.257681,21.720045,40.472706,39.033398,16.612158,24.332481,22.284929,19.971163,13.956048,22.002613,37.215576,10.163438,21.176609,43.334656,16.370735,13.835785,22.338007,18.356195,20.228491,22.9529,26.619076,55.092194,53.295456,53.276756,56.273197,31.006748,61.005562,44.979515
4/2/2012,61.772202,28.617882,20.476591,38.135399,23.422466,27.305101,21.912556,41.131348,39.566814,16.696945,24.727436,22.58452,20.271416,14.092012,22.069895,37.252132,10.295217,21.455807,44.017319,16.551771,13.861064,22.45999,18.547493,20.401115,22.833179,27.219164,56.061501,54.262177,53.869991,56.893822,31.361885,61.734722,45.751076
4/3/2012,61.487835,28.690058,20.14502,38.109249,23.097565,26.849859,21.577759,40.975353,39.472679,16.435507,24.35824,22.254202,19.851061,14.092012,21.430674,36.77689,10.122257,21.168152,43.779873,16.181084,13.633554,21.63661,18.081728,20.212803,22.337179,26.803715,55.973381,54.664989,53.350903,55.897556,31.454895,62.195667,45.41193
4/4/2012,60.945736,28.013409,19.831377,37.734516,22.883427,26.612751,21.092299,39.63205,38.782375,16.237659,23.928942,21.478344,19.233398,13.916057,20.774637,35.936062,9.850463,20.778969,43.304974,15.68108,13.313361,21.064816,17.541105,19.946014,21.978004,26.234406,55.118622,53.599792,52.386879,53.945824,30.972921,60.938511,44.589497
4/5/2012,61.096813,28.347219,19.472921,38.065681,22.883427,26.688625,20.991859,39.675381,38.735313,16.336584,23.791571,21.217163,18.993193,14.044022,20.455027,35.936062,9.71045,20.575914,43.364326,15.586249,12.951035,20.805605,17.31654,19.883242,22.20035,26.065157,54.827827,53.984699,52.378647,54.427631,31.285784,60.385365,44.445354
4/9/2012,60.199245,28.076563,19.446041,37.568943,22.787436,26.4041,20.740761,39.41539,37.919502,16.202328,23.57692,21.025116,18.838779,13.900062,20.152237,35.716724,9.677504,20.525152,43.126881,15.500044,12.875199,20.576887,17.28327,19.679232,22.012213,26.01899,54.35199,53.017967,51.974899,53.684509,30.736158,59.815456,43.589005
4/10/2012,59.177258,27.417953,19.499805,36.976353,22.706207,26.261839,20.297153,39.285385,37.025246,15.976218,23.207727,20.310707,18.461313,13.66013,19.361622,35.278019,9.504543,20.135971,42.473896,15.008666,12.613989,20.066088,16.726011,19.537992,21.721451,25.372747,52.968513,51.693188,50.961441,52.85973,30.228832,58.256592,42.054356
4/11/2012,59.070625,27.625462,19.213047,37.246506,22.898199,26.508427,20.682169,39.432713,37.746929,16.138735,23.388033,20.75625,18.813042,13.716116,19.849449,35.753273,9.669267,20.339024,42.978477,15.2328,12.976313,20.691246,16.992165,19.694923,22.166145,25.772806,53.250496,52.382431,50.986156,53.047554,30.583967,58.600201,43.003975
4/12/2012,59.808224,28.238953,19.885143,37.542805,23.348629,27.011093,21.351768,39.944042,38.311718,16.569761,24.006216,21.424566,19.190504,14.028027,20.303633,35.936062,9.908115,20.753588,43.809551,15.551768,13.304935,20.706499,17.349812,20.008789,22.4569,26.326729,53.955456,53.170135,52.41983,54.321476,31.666288,60.284794,44.292744
4/13/2012,58.884007,27.814924,19.446041,37.107071,23.075415,26.89728,20.782614,39.684044,38.186203,16.357779,23.559752,20.840752,18.547102,13.900062,19.529837,35.533928,9.718686,20.347481,43.423698,15.206942,12.925756,19.928856,16.825817,20.008789,22.422693,25.772806,52.959702,52.83894,51.497005,53.464027,31.640915,59.857361,43.393993
4/16/2012,58.519646,27.715677,19.598381,36.967632,23.031111,27.039545,20.857939,39.718716,37.354713,16.421373,23.533993,21.094248,18.813042,13.868072,19.613947,35.607044,9.768101,20.575914,43.245602,15.336254,12.993167,19.898361,16.942259,19.993092,22.285864,26.01899,52.933262,52.740479,51.167423,53.651848,31.353432,59.555645,43.215946
4/17/2012,59.301689,28.166779,19.983715,37.91753,23.29694,27.89312,21.10067,39.996044,37.684166,16.598022,23.997635,21.424566,19.224817,13.996035,20.370914,35.826389,9.916352,20.905874,43.542423,15.629354,13.127983,20.38629,17.383072,20.181412,22.268763,26.495981,53.69109,53.161179,51.299255,54.754288,31.708561,59.672993,44.06382
4/18/2012,58.52853,27.995367,20.41386,37.45565,23.23048,27.67499,20.740761,39.883373,37.323326,16.576826,23.954704,21.117296,19.053246,14.044022,19.74852,35.753273,9.83399,20.745129,43.334656,15.456944,12.976313,19.692516,17.091969,20.134335,22.029314,26.588303,53.488422,52.82999,51.019115,54.868603,31.74238,59.622688,43.190506
4/19/2012,59.08839,27.805899,19.696951,37.839096,23.156641,27.551691,20.64032,39.718716,37.69986,16.598022,23.894602,21.20948,18.873095,14.052019,19.378443,35.533928,9.743391,20.872034,43.037838,15.379356,12.94261,19.219831,16.767597,20.102947,22.029314,26.603689,53.224068,52.534595,50.730732,54.313313,31.936863,60.217751,42.978546
4/20/2012,59.603828,28.157759,19.912025,37.969822,23.178795,27.693956,20.69054,40.152042,38.092075,16.682816,23.97187,21.601252,19.130451,14.100003,19.731699,35.607044,9.809282,21.092007,43.245602,15.57763,13.153262,19.623901,16.884043,20.197105,21.858274,26.788332,53.823269,52.275013,51.192142,55.072765,32.131348,61.206707,43.266811
4/23/2012,59.150608,27.841984,19.562532,37.743237,23.053261,27.447369,20.113014,39.476048,37.182129,16.42844,23.671364,20.617983,18.581419,13.868072,19.042013,35.204918,9.61985,20.778969,42.800392,15.258665,12.94261,19.227455,16.468178,19.961704,21.533314,26.41905,53.039005,51.541019,50.12101,54.386803,31.285784,60.611649,42.418945
4/24/2012,59.186146,27.860029,19.679029,37.995964,23.245251,27.750856,20.146494,39.580044,37.103687,16.562696,23.731466,20.810026,18.675783,13.916057,19.361622,35.424255,9.693975,20.778969,42.74102,15.32763,13.085855,19.585783,16.750967,20.040174,21.721451,26.542143,52.83633,51.755844,50.392914,54.639969,31.446436,61.022324,43.148117
4/25/2012,59.434982,27.860029,19.768646,38.257404,23.503696,27.86467,20.531511,39.580044,37.511593,16.80294,24.109245,21.317024,19.104719,14.004034,20.051308,35.607044,9.891643,21.032784,42.889435,15.603494,13.330214,20.020346,17.241684,20.27557,22.097731,26.757555,53.453167,52.310822,49.997425,55.489246,31.733925,61.349186,43.741631
4/26/2012,59.55051,28.085581,19.992674,38.344555,23.378164,28.1492,20.757502,39.857368,37.229195,16.831202,24.135006,21.416887,19.319183,14.060018,20.135414,35.789833,9.891643,21.0497,43.037838,15.750043,13.422901,19.928856,17.31654,20.432503,22.234556,26.942202,53.611782,52.704674,50.236362,55.619907,31.911499,62.069946,44.631882
4/27/2012,59.994862,28.094604,20.270479,38.440418,23.525846,28.1492,20.941641,40.082706,37.511593,16.923059,24.426926,21.71648,19.447863,14.004034,20.387739,35.680161,9.916352,21.015863,43.156563,15.732803,13.524013,20.157578,17.449614,20.57374,22.012213,27.15761,54.537037,53.009014,50.096291,55.824059,32.021423,62.37167,44.521664
4/30/2012,59.852654,27.905142,20.306324,38.048248,23.422466,28.120745,20.924898,39.831379,37.605728,16.845333,24.349657,21.762568,19.336344,14.036024,20.185883,35.607044,9.932825,20.998941,43.067513,15.68108,13.574572,19.852619,17.233368,20.401115,21.909592,27.003744,54.492981,53.02692,49.65136,56.020042,32.072155,63.22654,43.911198
5/1/2012,60.261475,28.112652,20.109177,38.187687,23.688295,28.225073,21.058819,39.900703,37.668484,16.930126,24.487028,21.870115,19.430706,14.155993,20.286806,35.241474,10.031659,21.142769,43.067513,15.724186,13.667259,19.944107,17.37476,20.385426,21.995108,27.219164,54.977634,53.358109,49.931499,56.730507,32.427292,63.570164,44.038372
5/2/2012,59.541626,28.193846,20.252556,37.778095,23.776909,28.367334,20.849567,39.488602,36.774231,16.887732,24.263794,21.662704,19.164764,14.243965,19.630764,35.058678,9.941061,20.956638,43.304974,15.560389,13.465032,19.196959,17.274954,20.589434,22.422693,27.080677,54.968826,53.51923,49.692554,56.158863,32.393475,63.570164,43.495743
5/3/2012,59.266136,27.950251,20.118137,37.525375,23.156641,28.557022,20.564991,39.010429,36.413383,16.739344,23.765812,21.547474,18.9503,14.195977,19.294338,34.76622,9.83399,20.762049,43.156563,15.405217,13.271229,19.074984,17.108606,20.369728,22.337179,26.84988,54.704464,53.259644,49.461845,55.652561,32.063694,63.318741,43.377037
5/4/2012,59.20393,27.851009,19.732801,36.950203,22.698828,28.433725,20.280413,38.923492,34.970036,16.322451,23.276411,21.032795,18.478474,14.036024,18.97473,34.510319,9.702212,20.558994,42.948788,15.112115,13.153262,19.135973,16.834137,20.244184,22.149038,26.372885,53.902573,52.22131,48.275352,55.219765,31.598646,62.421963,43.326164
5/7/2012,59.40831,27.941229,19.571497,37.046062,22.824354,28.357849,20.464552,38.480091,34.797459,16.31538,23.353687,21.117296,18.56426,13.916057,19.529837,34.656548,9.784575,20.533613,43.126881,15.32763,13.330214,19.66202,17.050385,20.040174,22.012213,26.63446,54.783772,52.346626,48.489582,55.293259,31.437984,62.363293,43.190506
5/8/2012,58.892887,27.796877,19.553574,36.897919,22.602831,28.386309,20.029316,37.923668,34.719009,15.983286,22.890047,20.863798,18.272583,13.796092,19.159767,34.364094,9.71045,20.288258,42.978477,15.206942,13.229099,19.540039,16.692745,19.930321,21.789862,26.172865,53.091873,51.872211,47.48436,54.166317,30.803808,62.74881,42.86832
5/9/2012,57.95089,27.291645,19.410192,36.314034,22.624983,28.01642,19.62756,37.784569,34.075775,15.856098,22.761257,20.594931,18.092432,13.628141,18.638294,34.071625,9.545723,20.000601,42.711342,15.051767,12.706676,18.739532,16.426592,19.726311,21.61883,25.880516,52.510288,51.209824,46.759285,53.137383,30.381031,61.240234,42.206978
5/10/2012,58.128632,27.381865,19.123432,35.965454,22.713594,27.836222,19.786587,37.941051,34.719009,16.053942,22.847116,20.579573,18.169641,13.516171,18.873796,34.217857,9.636321,19.94138,43.00816,15.120733,12.765659,19.296074,16.55135,19.789083,21.704346,25.97283,52.54554,51.218781,47.047665,53.725342,30.279562,60.351856,42.630913
5/11/2012,58.110847,27.264578,19.266809,35.834732,22.52899,27.656021,19.376457,37.69762,34.467991,15.905559,22.829952,20.525795,18.195375,13.436193,18.840151,33.852287,9.603377,19.899075,42.830067,15.181076,12.698249,18.991116,16.443226,19.632149,21.447796,25.803579,51.80534,50.314697,46.578011,52.83522,29.873692,60.159073,42.486778
5/14/2012,56.36903,26.642059,18.639519,35.006832,22.314848,26.773987,18.66501,36.82822,33.181522,15.750107,22.374895,19.788345,17.7836,13.180264,18.301863,33.48671,9.389238,19.535275,42.236443,14.767283,12.243237,18.465069,16.019043,19.255516,21.105726,25.403524,50.703846,49.670223,44.699406,51.381641,29.374817,58.072208,41.019958
5/15/2012,55.07156,26.434549,18.585752,34.135365,21.879187,25.97731,18.162815,36.541298,32.993259,15.594651,22.04863,19.304388,17.483347,13.156275,17.645824,33.048008,9.240987,19.340683,41.553772,14.61211,11.939892,17.931398,15.761209,19.192741,21.174141,25.080402,49.681664,49.079441,43.834255,50.597691,29.357899,58.876778,40.206001
5/16/2012,54.11179,26.06465,18.415487,34.292236,21.672432,25.436708,18.263252,36.445671,32.742241,15.24842,21.885498,19.004799,17.414715,12.956332,17.494431,32.682434,9.199805,19.281462,40.722706,14.45694,11.931467,17.656939,15.752897,18.8318,20.746553,24.849602,49.267498,47.387657,43.751858,50.948845,28.689909,58.013542,40.791039
5/17/2012,53.294197,25.830074,18.290031,33.385902,21.428751,26.413582,17.652246,35.863163,31.142,14.965784,21.696602,18.728256,17.131618,12.732393,17.258924,32.974903,9.10097,19.103792,40.633656,14.275903,11.746091,17.458714,15.544964,18.612095,20.797863,24.311062,48.818104,46.77002,42.482975,50.638523,28.064188,57.7202,40.146648
5/18/2012,52.74321,25.550394,18.137688,33.229038,21.236767,25.721237,17.819647,35.767536,30.749783,14.732604,21.567818,18.467072,17.123043,12.708401,17.359859,32.499657,9.059791,19.086868,40.336845,14.2328,11.864059,17.870407,15.561599,18.32962,20.524204,24.080259,48.386311,46.044979,42.466492,50.066898,27.903532,56.806671,39.75663
5/21/2012,53.418613,26.11878,18.370682,34.117939,21.724119,26.166994,18.556202,35.958801,32.051941,15.100035,22.005699,19.242933,17.543398,12.996318,17.898148,32.828671,9.282168,19.408369,41.019516,14.560388,12.201105,18.091497,16.002411,18.690561,20.934689,24.603413,49.523052,47.145973,43.348125,51.332649,28.630716,56.840179,40.341667
5/22/2012,52.609917,26.281176,18.675365,33.673492,21.554287,26.015249,17.970304,36.202236,31.675409,15.001114,21.90267,19.327436,17.440453,12.876354,17.948614,32.792118,9.257458,19.332224,40.930466,14.491421,12.268514,17.992392,15.861019,18.737638,20.917585,24.557247,49.100071,47.101223,42.145161,50.997829,28.436237,55.893135,39.824471
